ID,Country,Hash,Office,PDF,Autocad,Database,Image,Archive,Purchase total decrypt,Purchase malware immune,Purchase removal tool,Purchase single decrypt,Free decrypt
USF42-EAZTZ-TZTZT-XZFZZ-ZTZYY,US,1000170,0,0,0,0,106000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XZEZZ-ZTZYY,US,1000170,0,0,0,0,108000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XXZZZ-ZTZYY,US,1000170,0,0,0,0,110000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XXRZZ-ZTZYY,US,1000170,0,0,0,0,112000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XXAZZ-ZTZYY,US,1000170,0,0,0,0,114000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XXFZZ-ZTZYY,US,1000170,0,0,0,0,116000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XXEZZ-ZTZYY,US,1000170,0,0,0,0,118000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XRZZZ-ZTZYY,US,1000170,0,0,0,0,120000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XRRZZ-ZTZYY,US,1000170,0,0,0,0,122000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XRAZZ-ZTZYY,US,1000170,0,0,0,0,124000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XRFZZ-ZTZYY,US,1000170,0,0,0,0,126000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XREZZ-ZTZYY,US,1000170,0,0,0,0,128000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XOZZZ-ZTZYY,US,1000170,0,0,0,0,130000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XORZZ-ZTZYY,US,1000170,0,0,0,0,132000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XOAZZ-ZTZYY,US,1000170,0,0,0,0,134000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XOFZZ-ZTZYY,US,1000170,0,0,0,0,136000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XOEZZ-ZTZYY,US,1000170,0,0,0,0,138000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XAZZZ-ZTZYY,US,1000170,0,0,0,0,140000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XARZZ-ZTZYY,US,1000170,0,0,0,0,142000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XAAZZ-ZTZYY,US,1000170,0,0,0,0,144000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XAFZZ-ZTZYY,US,1000170,0,0,0,0,146000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XAEZZ-ZTZYY,US,1000170,0,0,0,0,148000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XHZZZ-ZTZYY,US,1000170,0,0,0,0,150000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XHRZZ-ZTZYY,US,1000170,0,0,0,0,152000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XHAZZ-ZTZYY,US,1000170,0,0,0,0,154000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XHFZZ-ZTZYY,US,1000170,0,0,0,0,156000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XHEZZ-ZTZYY,US,1000170,0,0,0,0,158000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XFZZZ-ZTZYY,US,1000170,0,0,0,0,160000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XFRZZ-ZTZYY,US,1000170,0,0,0,0,162000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XFAZZ-ZTZYY,US,1000170,0,0,0,0,164000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XFFZZ-ZTZYY,US,1000170,0,0,0,0,166000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XFEZZ-ZTZYY,US,1000170,0,0,0,0,168000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XGZZZ-ZTZYY,US,1000170,0,0,0,0,170000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XGRZZ-ZTZYY,US,1000170,0,0,0,0,172000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XGAZZ-ZTZYY,US,1000170,0,0,0,0,174000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XGFZZ-ZTZYY,US,1000170,0,0,0,0,176000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XGEZZ-ZTZYY,US,1000170,0,0,0,0,178000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XEZZZ-ZTZYY,US,1000170,0,0,0,0,180000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XERZZ-ZTZYY,US,1000170,0,0,0,0,182000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XEAZZ-ZTZYY,US,1000170,0,0,0,0,184000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XEFZZ-ZTZYY,US,1000170,0,0,0,0,186000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XEEZZ-ZTZYY,US,1000170,0,0,0,0,188000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XKZZZ-ZTZYY,US,1000170,0,0,0,0,190000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XKRZZ-ZTZYY,US,1000170,0,0,0,0,192000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XKAZZ-ZTZYY,US,1000170,0,0,0,0,194000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XKFZZ-ZTZYY,US,1000170,0,0,0,0,196000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-XKEZZ-ZTZYY,US,1000170,0,0,0,0,198000,0,140,30,30,40,2
USF42-EAZTZ-TZTZT-RZZZZ-ZTZYY,US,1000170,0,0,0,0,200000,0,140,30,30,40,2
